experiment,variant,scenario,seed,best_epoch,best_val_task_loss,total_loss,task_loss,recon_loss,omega_entropy_penalty,omega_entropy_band_violation_share,z_anchor_loss,kstar_mae,kstar_rmse,kstar_spearman_rho,kstar_spearman_p,z_spearman_rho,z_spearman_p,proxy_recon_r2,omega_entropy_mean,omega_peak_accuracy
no_recon_regularization_linear_seed15,no_recon_regularization,linear,15,181,0.08535372465848923,0.030395762994885445,0.030395762994885445,0.0026841864455491304,0.0,0.0,0.0,0.9737757205963135,1.2149682581777537,0.9732988229018469,1.641705944994466e-128,-0.9925928148203707,3.121475374713489e-183,0.9453706375431136,1.9000848506192318,0.48
no_recon_regularization_linear_seed16,no_recon_regularization,linear,16,140,0.07345598191022873,0.03040025383234024,0.03040025383234024,0.00396667281165719,0.0,0.0,0.0,0.964614815711975,1.1542076025519281,0.9814198776723585,6.274869152227061e-144,0.9919177979449487,1.6976898947963664e-179,0.9366811970923886,1.8969686842224882,0.44
no_recon_regularization_linear_seed17,no_recon_regularization,linear,17,136,0.11866658926010132,0.04134069383144379,0.04134069383144379,0.006031438708305359,0.0,0.0,0.0,1.320297566652298,1.7413447936668243,0.9776711266516247,4.167096130176516e-136,-0.9884617115427886,2.905709337175623e-164,0.891752675645234,1.9440212101449728,0.22
no_recon_regularization_linear_seed18,no_recon_regularization,linear,18,200,0.11604579538106918,0.03789399191737175,0.03789399191737175,0.013523655012249947,0.0,0.0,0.0,1.5690554094314575,1.803246900794898,0.806445521551129,4.618548688133653e-47,0.8115412885322134,4.3232560570372945e-48,0.7955452080763065,1.964128683571832,0.325
no_recon_regularization_linear_seed19,no_recon_regularization,linear,19,106,0.09011434018611908,0.039315782487392426,0.039315782487392426,0.0028828815557062626,0.0,0.0,0.0,1.0470658087730407,1.2825383408325342,0.9600950848646628,1.612910952718761e-111,0.9918262956573916,5.1517618809368375e-179,0.9522162006867156,1.8853195284678663,0.34
no_recon_regularization_nonlinear_seed0,no_recon_regularization,nonlinear,0,156,0.09556058794260025,0.034410133957862854,0.034410133957862854,0.0035295169800519943,0.0,0.0,0.0,1.6246825671195984,1.8269164286219057,0.9463826630682467,4.088395831425771e-99,0.9885682142053552,1.1662846224506668e-164,0.9468678665380682,1.8653304558305883,0.5
no_recon_regularization_nonlinear_seed1,no_recon_regularization,nonlinear,1,131,0.10338951647281647,0.03923296555876732,0.03923296555876732,0.0038438246119767427,0.0,0.0,0.0,1.4129626595973968,1.5892710112235473,0.9599989083495244,2.03724600693618e-111,0.9921443036075903,1.0291832533319956e-180,0.9313013985793047,1.836915559605797,0.44
no_recon_regularization_nonlinear_seed2,no_recon_regularization,nonlinear,2,152,0.14103767275810242,0.04472600668668747,0.04472600668668747,0.003321598516777158,0.0,0.0,0.0,1.7228459656238555,1.8731288407857059,0.9542706573967813,8.70887328882663e-106,0.9912967824195605,2.5094849834848215e-176,0.9446144384246956,1.9328043279740996,0.475
no_recon_regularization_nonlinear_seed3,no_recon_regularization,nonlinear,3,199,0.07781405001878738,0.028714805841445923,0.028714805841445923,0.0027383058331906796,0.0,0.0,0.0,1.1883452892303468,1.3671528136831301,0.9602418736213579,1.128019884408231e-111,-0.9900532513312835,1.30435287799749e-170,0.94294359040826,1.8912438333332502,0.53
no_recon_regularization_nonlinear_seed4,no_recon_regularization,nonlinear,4,111,0.0772242620587349,0.03411836177110672,0.03411836177110672,0.0035991824697703123,0.0,0.0,0.0,1.3497586858272552,1.4950357910344714,0.9459068805411043,9.574137302260146e-99,0.9908182704567615,4.905462459724787e-174,0.9376477062496026,1.7447103771771184,0.52
no_recon_regularization_nonlinear_seed5,no_recon_regularization,nonlinear,5,87,0.10679204761981964,0.045674730092287064,0.045674730092287064,0.003473358927294612,0.0,0.0,0.0,1.3131547701358794,1.6554627697696833,0.9653586911248474,1.7329556201432437e-117,-0.9907552688817222,9.62400138258851e-174,0.9417335427925724,1.8162535330309268,0.455
no_recon_regularization_nonlinear_seed6,no_recon_regularization,nonlinear,6,134,0.09497834742069244,0.03524916619062424,0.03524916619062424,0.0041411821730434895,0.0,0.0,0.0,1.4226399624347688,1.6785137729260036,0.9542189814872017,9.714200340918307e-106,0.9906457661441538,3.071270654715941e-173,0.9324967843736253,1.7893485407911875,0.495
no_recon_regularization_nonlinear_seed7,no_recon_regularization,nonlinear,7,82,0.06123187020421028,0.037740107625722885,0.037740107625722885,0.003258285578340292,0.0,0.0,0.0,1.212098059654236,1.4621395776045052,0.9607466074506923,3.26465788698052e-112,0.9897217430435762,3.295873465293031e-169,0.9467799703599852,1.813843967972274,0.48
no_recon_regularization_nonlinear_seed8,no_recon_regularization,nonlinear,8,140,0.09711151570081711,0.03381389006972313,0.03381389006972313,0.005102167837321758,0.0,0.0,0.0,1.4515780758857728,1.7877305041404408,0.9292320651287593,1.4841255877714585e-87,0.9930008250206257,1.1666952067936257e-185,0.9111433018448696,1.8327466293548196,0.515
no_recon_regularization_nonlinear_seed9,no_recon_regularization,nonlinear,9,79,0.129071444272995,0.06062143296003342,0.06062143296003342,0.0556284599006176,0.0,0.0,0.0,2.238308427333832,2.6085161169900815,0.04027654106205073,0.5712198400175248,-0.040792019800495016,0.5663000311313356,0.07263451955155531,1.7454794611986335,0.4
no_recon_regularization_nonlinear_seed10,no_recon_regularization,nonlinear,10,155,0.10119310766458511,0.037583641707897186,0.037583641707897186,0.004382255952805281,0.0,0.0,0.0,1.0913621068000794,1.3318152166918666,0.9635886876726568,2.20495058275253e-115,-0.9903667591689793,5.559911411575664e-172,0.9258183214885708,1.7375983861931872,0.555
no_recon_regularization_nonlinear_seed11,no_recon_regularization,nonlinear,11,179,0.10484210401773453,0.03461569547653198,0.03461569547653198,0.003754266304895282,0.0,0.0,0.0,1.507350308895111,1.7029080944647867,0.9658089493908883,4.852138392555418e-118,-0.9913252831320785,1.816180162165028e-176,0.9382176936276814,1.806588063288163,0.5
no_recon_regularization_nonlinear_seed12,no_recon_regularization,nonlinear,12,124,0.08216308057308197,0.03496665507555008,0.03496665507555008,0.0032860729843378067,0.0,0.0,0.0,1.5662027299404144,1.7951399914324528,0.9640327400143804,6.688890489008942e-116,-0.9889972249306234,2.699729507400376e-166,0.9513636365450197,1.82303462912888,0.49
no_recon_regularization_nonlinear_seed13,no_recon_regularization,nonlinear,13,190,0.10248228162527084,0.03416357934474945,0.03416357934474945,0.004130469169467688,0.0,0.0,0.0,1.3954286241531373,1.699410352117579,0.9562344670563163,1.2446616153314344e-107,-0.9902872571814296,1.2495759428938684e-171,0.9287203935727152,1.7573962343455225,0.56
no_recon_regularization_nonlinear_seed14,no_recon_regularization,nonlinear,14,191,0.13368244469165802,0.040142230689525604,0.040142230689525604,0.0037368866614997387,0.0,0.0,0.0,1.79967444896698,2.029943012608924,0.9584100437520747,8.904969888418585e-110,-0.9926798169954252,9.732051229620596e-184,0.9415255262373937,1.9845683781189698,0.52
no_recon_regularization_nonlinear_seed15,no_recon_regularization,nonlinear,15,200,0.0997568666934967,0.03204160928726196,0.03204160928726196,0.003123288741335273,0.0,0.0,0.0,1.4647443187236786,1.7805467107214485,0.9602422880008464,1.1268796573775868e-111,0.9908617715442887,3.071952921684647e-174,0.9413007802619416,1.8023636890181003,0.475
no_recon_regularization_nonlinear_seed16,no_recon_regularization,nonlinear,16,200,0.12287032604217529,0.03807782754302025,0.03807782754302025,0.00933800358325243,0.0,0.0,0.0,1.4524794363975524,1.6927894731000506,0.9634415867615265,3.2628186569166366e-115,0.9915727893197331,1.0466969435830479e-177,0.8543461554217205,1.9943387909949086,0.495
no_recon_regularization_nonlinear_seed17,no_recon_regularization,nonlinear,17,198,0.11944520473480225,0.03775947168469429,0.03775947168469429,0.0036544506438076496,0.0,0.0,0.0,1.3199851930141449,1.62807376091506,0.9703125083606788,5.125850933398165e-124,-0.9922088052201307,4.5643044535033485e-181,0.9336351747021246,1.8685655565545334,0.435
no_recon_regularization_nonlinear_seed18,no_recon_regularization,nonlinear,18,127,0.08471677452325821,0.03473895043134689,0.03473895043134689,0.0038939437363296747,0.0,0.0,0.0,1.3633996617794037,1.627537349182304,0.9282678075886963,5.3988597162766095e-87,-0.9918067951698795,6.516241926846718e-179,0.9377959448965282,1.6903178675721662,0.5
no_recon_regularization_nonlinear_seed19,no_recon_regularization,nonlinear,19,132,0.10496408492326736,0.03847254440188408,0.03847254440188408,0.003956603351980448,0.0,0.0,0.0,1.4398091769218444,1.6042569837529213,0.9265277361971515,5.306564152294563e-86,0.9921008025200632,1.7741996932702428e-180,0.9357069384029401,1.9347298520268783,0.43
