family,display_name,experiment,scenario,seed,tracking_backend,best_epoch,best_val_task_loss,task_loss,recon_loss,model,run_dir,output_root,proxy_signal_r2,z_signal_spearman_rho,effective_kstar_mae,effective_kstar_spearman_rho,effective_lag_entropy_mean,effective_lag_peak_accuracy,total_loss,omega_entropy_penalty,omega_entropy_band_violation_share,z_anchor_loss,kstar_mae,kstar_rmse,kstar_spearman_rho,kstar_spearman_p,z_spearman_rho,z_spearman_p,proxy_recon_r2,omega_entropy_mean,omega_peak_accuracy,task_mse,task_mae,task_r2,posthoc_kstar_mae,posthoc_kstar_rmse,posthoc_kstar_spearman_rho,posthoc_kstar_spearman_p,posthoc_profile_entropy_mean,posthoc_profile_peak_accuracy,variant
ablation,Uniform Lag,uniform_lag_linear_seed0,linear,0,json,39,0.08337545394897461,0.0676942765712738,0.03712059184908867,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed0,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.4572380633597226,0.7270576764419111,1.92,0.0,2.3025851124040755,0.0,0.07140633463859558,0.0,0.0,0.0,1.92,2.2759613353482084,0.0,1.0,-0.7270576764419111,3.5807136555455207e-34,0.4572380633597226,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed1,linear,1,json,35,0.09153541177511215,0.06802242994308472,0.007134733255952597,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed1,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.8584179033389406,0.9584624615615392,1.855,0.0,2.3025851124040755,0.0,0.06873590499162674,0.0,0.0,0.0,1.855,2.195449840010015,0.0,1.0,-0.9584624615615392,7.880190350541848e-110,0.8584179033389406,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed10,linear,10,json,43,0.08765359967947006,0.06677237153053284,0.005996379069983959,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed10,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9017040143379353,0.9890167254181357,1.975,0.0,2.3025851124040755,0.0,0.06737200915813446,0.0,0.0,0.0,1.975,2.2693611435820435,0.0,1.0,-0.9890167254181357,2.2670669104804962e-166,0.9017040143379353,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed11,linear,11,json,32,0.07985974848270416,0.07124852389097214,0.00270757800899446,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed11,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9537061007776794,0.9908872721818047,2.035,0.0,2.3025851124040755,0.0,0.07151927798986435,0.0,0.0,0.0,2.035,2.414539293529927,0.0,1.0,-0.9908872721818047,2.3324190532978573e-174,0.9537061007776794,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed12,linear,12,json,50,0.08663497865200043,0.0645907074213028,0.0033238339237868786,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed12,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9535938515188626,0.9846756168904225,2.07,0.0,2.3025851124040755,0.0,0.06492309272289276,0.0,0.0,0.0,2.07,2.4289915602982237,0.0,1.0,0.9846756168904225,3.836001804448818e-152,0.9535938515188626,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed13,linear,13,json,27,0.07677683979272842,0.06763350963592529,0.007834191434085369,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed13,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.8787345473789063,0.9670501762544064,1.8,0.0,2.3025851124040755,0.0,0.06841693073511124,0.0,0.0,0.0,1.8,2.1563858652847827,0.0,1.0,0.9670501762544064,1.3263086739097627e-119,0.8787345473789063,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed14,linear,14,json,41,0.10051898658275604,0.06913885474205017,0.006074688397347927,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed14,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9119444843450747,0.9771169279231982,2.0,0.0,2.3025851124040755,0.0,0.06974632292985916,0.0,0.0,0.0,2.0,2.3769728648009427,0.0,1.0,-0.9771169279231982,4.593369303368455e-135,0.9119444843450747,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed15,linear,15,json,34,0.08627993613481522,0.07339443266391754,0.0043917465955019,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed15,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9221610007059221,0.9881572039300984,1.82,0.0,2.3025851124040755,0.0,0.07383360713720322,0.0,0.0,0.0,1.82,2.151743479135001,0.0,1.0,-0.9881572039300984,3.773748593262654e-163,0.9221610007059221,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed16,linear,16,json,36,0.0997404009103775,0.07134007662534714,0.004967992193996906,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed16,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9272548302316616,0.9774799369984251,1.995,0.0,2.3025851124040755,0.0,0.07183687388896942,0.0,0.0,0.0,1.995,2.3664319132398464,0.0,1.0,0.9774799369984251,9.601456910070825e-136,0.9272548302316616,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed17,linear,17,json,47,0.10108301043510437,0.06657334417104721,0.03447037562727928,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed17,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.4290533048247506,0.6771394284857122,1.85,0.0,2.3025851124040755,0.0,0.07002038508653641,0.0,0.0,0.0,1.85,2.227105745132009,0.0,1.0,0.6771394284857122,3.5049906206740334e-28,0.4290533048247506,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed18,linear,18,json,39,0.09432762861251831,0.07010657340288162,0.0030247282702475786,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed18,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.951379811020349,0.9913912847821196,1.965,0.0,2.3025851124040755,0.0,0.07040904462337494,0.0,0.0,0.0,1.965,2.3579652245103193,0.0,1.0,-0.9913912847821196,8.554124217242147e-177,0.951379811020349,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed19,linear,19,json,43,0.10517806559801102,0.06798413395881653,0.013083883561193943,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed19,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.7986515122181266,0.9705047626190655,1.915,0.0,2.3025851124040755,0.0,0.06929252296686172,0.0,0.0,0.0,1.915,2.3043437243605824,0.0,1.0,0.9705047626190655,2.7197978910758057e-124,0.7986515122181266,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed2,linear,2,json,52,0.10529132932424545,0.0693383738398552,0.005581929348409176,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed2,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.910387102295893,0.9898657466436663,1.945,0.0,2.3025851124040755,0.0,0.06989656388759613,0.0,0.0,0.0,1.945,2.328089345364563,0.0,1.0,0.9898657466436663,8.210620345775156e-170,0.910387102295893,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed3,linear,3,json,34,0.0867956355214119,0.06838253885507584,0.002409790176898241,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed3,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9503806527214752,0.989678241956049,1.775,0.0,2.3025851124040755,0.0,0.06862352043390274,0.0,0.0,0.0,1.775,2.149418526020468,0.0,1.0,0.989678241956049,4.996151127778028e-169,0.9503806527214752,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed4,linear,4,json,33,0.08346486836671829,0.0666215568780899,0.008961784653365612,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed4,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.8453963085864816,0.9890002250056252,1.775,0.0,2.3025851124040755,0.0,0.0675177350640297,0.0,0.0,0.0,1.775,2.1071307505705477,0.0,1.0,-0.9890002250056252,2.6282030516574834e-166,0.8453963085864816,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed5,linear,5,json,36,0.10287170112133026,0.07343613356351852,0.022919204086065292,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed5,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.6272951862372077,0.8194734868371711,1.95,0.0,2.3025851124040755,0.0,0.07572805136442184,0.0,0.0,0.0,1.95,2.3194827009486403,0.0,1.0,0.8194734868371711,9.346612801611976e-50,0.6272951862372077,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed6,linear,6,json,28,0.10152067244052887,0.0747029036283493,0.003535815514624119,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed6,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9437328761735732,0.9854331358283958,1.935,0.0,2.3025851124040755,0.0,0.07505648583173752,0.0,0.0,0.0,1.935,2.2759613353482084,0.0,1.0,-0.9854331358283958,2.631961986877817e-154,0.9437328761735732,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed7,linear,7,json,31,0.08441481739282608,0.07279380410909653,0.0051649208180606365,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed7,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9188794950402935,0.9761254031350787,1.93,0.0,2.3025851124040755,0.0,0.07331029325723648,0.0,0.0,0.0,1.93,2.3173260452512934,0.0,1.0,0.9761254031350787,2.915750154846939e-133,0.9188794950402935,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed8,linear,8,json,41,0.10484027862548828,0.06975958496332169,0.005277589894831181,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed8,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9056217040492988,0.9926198154953875,1.95,0.0,2.3025851124040755,0.0,0.07028734683990479,0.0,0.0,0.0,1.95,2.293468988235943,0.0,1.0,0.9926198154953875,2.177301251762793e-183,0.9056217040492988,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
ablation,Uniform Lag,uniform_lag_linear_seed9,linear,9,json,35,0.10466817766427994,0.0707116574048996,0.0050791408866643906,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\uniform_lag_linear_seed9,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9214115101314753,0.9734568364209106,1.795,0.0,2.3025851124040755,0.0,0.07121957093477249,0.0,0.0,0.0,1.795,2.1587033144922905,0.0,1.0,0.9734568364209106,9.193347901651653e-129,0.9214115101314753,2.3025851124040755,0.0,,,,,,,,,,uniform_lag
cmdl,CMDL,cmdl_linear_seed0,linear,0,json,153,0.08119069784879684,0.03128436207771301,0.003220422426238656,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed0,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.9487720032548356,0.9896197404935125,1.135600049495697,0.9810751245769367,1.76421936895364,0.42,0.03160640597343445,0.0,0.0,0.0,1.135600049495697,1.4001300533909367,0.9810751245769367,3.8083403061379247e-143,-0.9896197404935125,8.717579555345704e-169,0.9487720032548356,1.76421936895364,0.42,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed1,linear,1,json,131,0.07058645784854889,0.03257286548614502,0.00313102500513196,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed1,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.9419249562278212,0.9920318007950201,0.7847223925590515,0.9848594051506158,1.9075898913168856,0.42,0.032885968685150146,0.0,0.0,0.0,0.7847223925590515,1.0286907750153358,0.9848594051506158,1.172232381843481e-152,0.9920318007950201,4.182992342256526e-180,0.9419249562278212,1.9075898913168856,0.42,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed10,linear,10,json,138,0.07741039991378784,0.03156784549355507,0.0029528315644711256,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed10,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.9477176807990695,0.9898087452186306,1.0077828502655028,0.983002502466259,1.7738553980956724,0.435,0.031863126903772354,0.0,0.0,0.0,1.0077828502655028,1.2753193530419507,0.983002502466259,1.0081970960052074e-147,-0.9898087452186306,1.4266693672663606e-169,0.9477176807990695,1.7738553980956724,0.435,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed11,linear,11,json,198,0.09293519705533981,0.03209337219595909,0.004024525173008442,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed11,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.9356143702822418,0.9925553138828471,1.3138905382156372,0.9816683066623513,2.003559276395316,0.365,0.03249582648277283,0.0,0.0,0.0,1.3138905382156372,1.513476117126112,0.9816683066623513,1.6754585879847506e-144,0.9925553138828471,5.136801003240568e-183,0.9356143702822418,2.003559276395316,0.365,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed12,linear,12,json,63,0.0634564459323883,0.04258759692311287,0.005229440983384848,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed12,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.9226224191920643,0.9835085877146931,1.1323106241226197,0.9756139216934779,1.8005178422559158,0.28,0.04311054199934006,0.0,0.0,0.0,1.1323106241226197,1.4605161947096093,0.9756139216934779,2.3186299136190315e-132,-0.9835085877146931,5.184525970121432e-149,0.9226224191920643,1.8005178422559158,0.28,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed13,linear,13,json,109,0.0789884477853775,0.037562429904937744,0.01677212491631508,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed13,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.7233987638272446,0.7335783394584866,1.4930731797218322,0.7290532142818877,1.9399468968607634,0.265,0.03923964127898216,0.0,0.0,0.0,1.4930731797218322,1.7557968928131924,0.7290532142818877,1.9362002683062335e-34,-0.7335783394584866,4.704955937502392e-35,0.7233987638272446,1.9399468968607634,0.265,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed14,linear,14,json,180,0.09869500994682312,0.034597739577293396,0.003439021296799183,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed14,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.9466080755968647,0.9931043276081903,0.993519401550293,0.9834101322447297,1.8284016201833344,0.27,0.034941643476486206,0.0,0.0,0.0,0.993519401550293,1.2261900978298301,0.9834101322447297,9.30122809509046e-149,-0.9931043276081903,2.682826443439319e-186,0.9466080755968647,1.8284016201833344,0.27,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed15,linear,15,json,181,0.08532986789941788,0.030380437150597572,0.002684488659724593,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed15,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.9453667544279177,0.9925928148203707,0.9744919657707214,0.9731965226679714,1.8998837184013153,0.48,0.030648885294795036,0.0,0.0,0.0,0.9744919657707214,1.2161370339671111,0.9731965226679714,2.3851962346114496e-128,-0.9925928148203707,3.121475374713489e-183,0.9453667544279177,1.8998837184013153,0.48,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed16,linear,16,json,140,0.07331263273954391,0.030374471098184586,0.003966095391660929,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed16,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.9366893298515887,0.9919177979449487,0.9645653223991394,0.9814198776723585,1.8969885706735223,0.44,0.030771080404520035,0.0,0.0,0.0,0.9645653223991394,1.1541832696257288,0.9814198776723585,6.274869152227061e-144,0.9919177979449487,1.6976898947963664e-179,0.9366893298515887,1.8969885706735223,0.44,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed17,linear,17,json,136,0.11871594935655594,0.04139716550707817,0.006033011246472597,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed17,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.8917259324727232,0.9884617115427886,1.319985601902008,0.9776711266516247,1.9439612024363382,0.22,0.04200046509504318,0.0,0.0,0.0,1.319985601902008,1.74106633073738,0.9776711266516247,4.167096130176516e-136,-0.9884617115427886,2.905709337175623e-164,0.8917259324727232,1.9439612024363382,0.22,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed18,linear,18,json,200,0.11608070880174637,0.037939172238111496,0.013316156342625618,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed18,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.7986401595437841,0.816428410710268,1.567336437702179,0.8111567577219483,1.9636963316041038,0.325,0.0392707884311676,0.0,0.0,0.0,1.567336437702179,1.8013767459947774,0.8111567577219483,5.1823188027715835e-48,0.816428410710268,4.1630631733363556e-49,0.7986401595437841,1.9636963316041038,0.325,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed19,linear,19,json,106,0.09013713896274567,0.03933504596352577,0.002882858272641897,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed19,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.9522168808963819,0.9918262956573916,1.0470625233650208,0.9600950848646628,1.8853233225268786,0.34,0.039623331278562546,0.0,0.0,0.0,1.0470625233650208,1.2825300266248139,0.9600950848646628,1.612910952718761e-111,0.9918262956573916,5.1517618809368375e-179,0.9522168808963819,1.8853233225268786,0.34,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed2,linear,2,json,179,0.12757545709609985,0.04036131873726845,0.025181904435157776,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed2,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.610307486907145,0.7670441761044028,1.3357855200767517,0.7667861078875465,2.037168664953047,0.28,0.042879510670900345,0.0,0.0,0.0,1.3357855200767517,1.6254936957932933,0.7667861078875465,5.5689967333811835e-40,0.7670441761044028,5.061850726094363e-40,0.610307486907145,2.037168664953047,0.28,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed3,linear,3,json,110,0.07505881041288376,0.03572094440460205,0.0034934680443257093,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed3,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.9285880453170301,0.9893077326933174,0.9623580121994019,0.980834423134508,1.8596815736149046,0.37,0.036070290952920914,0.0,0.0,0.0,0.9623580121994019,1.264833495427288,0.980834423134508,1.3152694229788552e-142,-0.9893077326933174,1.610966813134518e-167,0.9285880453170301,1.8596815736149046,0.37,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed4,linear,4,json,93,0.0681290403008461,0.036916591227054596,0.0032110416796058416,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed4,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.9438661937594773,0.9908527713192832,0.8772969102859497,0.9784062995468445,1.90251933873746,0.415,0.03723769634962082,0.0,0.0,0.0,0.8772969102859497,1.0673094699075494,0.9784062995468445,1.570566542947742e-137,0.9908527713192832,3.3849253863635433e-174,0.9438661937594773,1.90251933873746,0.415,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed5,linear,5,json,136,0.12314242869615555,0.04461454972624779,0.003147201146930456,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed5,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.947146541075439,0.9906457661441538,1.5549356293678285,0.9821210924413252,2.0750861563312055,0.28,0.04492926970124245,0.0,0.0,0.0,1.5549356293678285,1.9851057169525312,0.9821210924413252,1.440321244149278e-145,-0.9906457661441538,3.071270654715941e-173,0.947146541075439,2.0750861563312055,0.28,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed6,linear,6,json,199,0.1134360209107399,0.03567156568169594,0.009569521062076092,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed6,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.8442603403007846,0.9275211880297008,1.2374295806884765,0.9245866004809261,1.9635494608265325,0.36,0.036628518253564835,0.0,0.0,0.0,1.2374295806884765,1.6697349335858076,0.9245866004809261,6.361437624371531e-85,0.9275211880297008,1.4494251675628676e-86,0.8442603403007846,1.9635494608265325,0.36,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed7,linear,7,json,83,0.06285034120082855,0.041274383664131165,0.0032393739093095064,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed7,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.9472587107218683,0.9891157278931976,0.9705306470394135,0.9809090874251157,1.9457453973912098,0.29,0.04159832000732422,0.0,0.0,0.0,0.9705306470394135,1.3523931448668416,0.9809090874251157,8.969683850309597e-143,0.9891157278931976,9.29498566662101e-167,0.9472587107218683,1.9457453973912098,0.29,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed8,linear,8,json,200,0.09674400091171265,0.03169674053788185,0.0030173887498676777,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed8,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.9455486688446234,0.9929363234080855,1.3037743711471557,0.9827735708894423,1.9230688739080577,0.375,0.03199847787618637,0.0,0.0,0.0,1.3037743711471557,1.634579318220311,0.9827735708894423,3.7488561574235823e-147,0.9929363234080855,2.8840677658742752e-185,0.9455486688446234,1.9230688739080577,0.375,,,,,,,,,,
cmdl,CMDL,cmdl_linear_seed9,linear,9,json,150,0.10458112508058548,0.03680543228983879,0.003910197410732508,cmdl,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl\cmdl_linear_seed9,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\cmdl,0.9334195713839025,0.9901117527938199,1.2054151201248169,0.9792875798223218,1.789024614314124,0.305,0.03719645366072655,0.0,0.0,0.0,1.2054151201248169,1.5459867082109917,0.9792875798223218,2.6502757482629313e-139,0.9901117527938199,7.294785313670883e-171,0.9334195713839025,1.789024614314124,0.305,,,,,,,,,,
ganet,GA-Net,ganet_linear_seed0,linear,0,json,97,0.03806458041071892,0.028407394886016846,,ganet,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ganet\ganet_linear_seed0,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ganet,,,1.6030156087875367,0.5720018988645501,2.2462125010242504,0.19,,,,,,,,,,,,,,0.02840739495419064,0.13386095485684926,0.8643279866253849,1.6030156087875367,1.9698148289599753,0.5720018988645501,8.972230206475707e-19,2.2462125010242504,0.19,
ganet,GA-Net,ganet_linear_seed1,linear,1,json,139,0.040445998311042786,0.026240075007081032,,ganet,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ganet\ganet_linear_seed1,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ganet,,,1.560903000831604,0.5631904044421524,2.258015301309683,0.185,,,,,,,,,,,,,,0.02624007341329507,0.1274356849390897,0.8740468459400802,1.560903000831604,1.9107337166273175,0.5631904044421524,3.9259839782455834e-18,2.258015301309683,0.185,
