display_name,family,scenario,experiment,task_loss,effective_kstar_mae,effective_kstar_spearman_rho,effective_lag_entropy_mean,effective_lag_peak_accuracy,best_epoch
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed12,0.10251059383153915,2.495136371254921,0.416571929461986,2.080585515064968,0.23,22
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed1,0.08921274542808533,2.5129123449325563,0.37621989091761093,2.094067635659836,0.2,32
No AC Encoder,ablation,nonlinear,no_ac_encoder_nonlinear_seed19,0.0548977255821228,2.517936472892761,0.0,1.9078576386557629,0.39,199
No AC Encoder,ablation,nonlinear,no_ac_encoder_nonlinear_seed10,0.08590712398290634,2.5184895420074462,0.0,1.7510291439023018,0.115,52
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed6,0.09636852145195007,2.5448171323537827,0.4318009919137012,2.0496085529980625,0.235,25
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed16,0.09481416642665863,2.5604422163963316,0.43841220555789184,2.074735644466226,0.19,32
TFT,tft,nonlinear,tft_nonlinear_seed8,0.033784251660108566,2.5650390112400054,0.43996072967602345,2.2384556682745647,0.24,104
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed3,0.08803949505090714,2.5774723893404006,0.34654499810866757,2.0965512918078066,0.26,34
GA-Net,ganet,nonlinear,ganet_nonlinear_seed8,0.037918124347925186,2.580126791000366,0.40907756081830177,2.210803563889988,0.24,78
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed0,0.09728246182203293,2.5985451531410217,0.4533116426733681,2.0603023604202995,0.275,36
No AC Encoder,ablation,nonlinear,no_ac_encoder_nonlinear_seed14,0.08129049837589264,2.614433538913727,0.0,1.780399541770947,0.085,41
GA-Net,ganet,nonlinear,ganet_nonlinear_seed16,0.041669100522994995,2.616878811120987,0.5859649588844739,2.2071026082052208,0.27,64
GA-Net,ganet,nonlinear,ganet_nonlinear_seed3,0.03948061540722847,2.618265380859375,0.42812682763564947,2.2209837523776526,0.24,59
GA-Net,ganet,nonlinear,ganet_nonlinear_seed5,0.04876751825213432,2.6292807245254517,0.4239456725421553,2.192033979032032,0.265,55
GA-Net,ganet,nonlinear,ganet_nonlinear_seed1,0.03838270530104637,2.638556867837906,0.5232699543203024,2.2502791048492425,0.24,82
No AC Encoder,ablation,nonlinear,no_ac_encoder_nonlinear_seed16,0.0828806683421135,2.646453399658203,0.0,1.9810798955998297,0.075,50
TFT,tft,nonlinear,tft_nonlinear_seed5,0.031045587733387947,2.6470493304729463,0.5452483363677016,2.2534528641659057,0.285,100
GA-Net,ganet,nonlinear,ganet_nonlinear_seed6,0.039857301861047745,2.649887329339981,0.5286790705601577,2.204188165347817,0.285,85
TFT,tft,nonlinear,tft_nonlinear_seed3,0.037935320287942886,2.6534407210350035,0.39297282647777426,2.228695082621396,0.25,79
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed13,0.09894135594367981,2.657960825562477,0.38340831200247566,2.121417764037747,0.25,31
TFT,tft,nonlinear,tft_nonlinear_seed1,0.033740412443876266,2.6600449931621553,0.5540301792609941,2.235478992235262,0.245,55
GA-Net,ganet,nonlinear,ganet_nonlinear_seed11,0.04121420904994011,2.660646276473999,0.5714796152690443,2.233972262768417,0.26,91
TFT,tft,nonlinear,tft_nonlinear_seed11,0.04576246812939644,2.664005899429321,0.5030172028718786,2.199995632951472,0.28,70
TFT,tft,nonlinear,tft_nonlinear_seed16,0.03756115958094597,2.6654718720912935,0.5504029946154064,2.2185326770603826,0.285,88
GA-Net,ganet,nonlinear,ganet_nonlinear_seed12,0.04303015023469925,2.6677126586437225,0.5583586661942969,2.230700361937304,0.315,61
GA-Net,ganet,nonlinear,ganet_nonlinear_seed15,0.03778361529111862,2.6762827897071837,0.35277912094682806,2.240753539896915,0.29,68
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed2,0.09592175483703613,2.6772753190994263,0.36230667889936885,2.091994290206102,0.22,28
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed17,0.0888303890824318,2.6870737260580064,0.22530563428347372,2.098091079961546,0.215,42
TFT,tft,nonlinear,tft_nonlinear_seed12,0.028456181287765503,2.687225513458252,0.6243335570089683,2.2625676771227976,0.335,96
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed4,0.08103616535663605,2.692757668495178,0.30563190710199784,2.1086182975038557,0.23,43
GA-Net,ganet,nonlinear,ganet_nonlinear_seed18,0.039790909737348557,2.6953403413295747,0.47647649356888483,2.2233890734629984,0.265,81
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed18,0.10033860057592392,2.697919797897339,0.34157386541085566,2.096118892359959,0.23,22
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed14,0.08533238619565964,2.703370149731636,0.37410489809877867,2.0972428644863133,0.175,47
TFT,tft,nonlinear,tft_nonlinear_seed6,0.03427041694521904,2.703998520374298,0.5349255036098581,2.236217124246535,0.28,87
GA-Net,ganet,nonlinear,ganet_nonlinear_seed14,0.04094052314758301,2.708996014595032,0.5167416418422928,2.230313877060532,0.26,65
TFT,tft,nonlinear,tft_nonlinear_seed15,0.03970351815223694,2.71254989027977,0.23166701936723852,2.2259233500528315,0.315,76
No AC Encoder,ablation,nonlinear,no_ac_encoder_nonlinear_seed11,0.08093495666980743,2.716072654724121,0.0,1.9302934660122326,0.1,44
GA-Net,ganet,nonlinear,ganet_nonlinear_seed17,0.04581623524427414,2.722975740432739,0.48428439318399363,2.2039247491834635,0.235,64
GA-Net,ganet,nonlinear,ganet_nonlinear_seed0,0.04308677837252617,2.7273376607894897,0.5554349360977634,2.204266379408551,0.32,60
TFT,tft,nonlinear,tft_nonlinear_seed14,0.028279054909944534,2.735630680322647,0.5853252469768094,2.2570180505032638,0.26,106
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed7,0.09823424369096756,2.7433481204509733,0.29406148112214275,2.11655256969994,0.21,28
GA-Net,ganet,nonlinear,ganet_nonlinear_seed4,0.038666579872369766,2.744209796190262,0.37518601953642755,2.227170182236669,0.315,66
GA-Net,ganet,nonlinear,ganet_nonlinear_seed2,0.040507569909095764,2.7452951836586,0.4544947987323945,2.2306365135761643,0.25,58
TFT,tft,nonlinear,tft_nonlinear_seed0,0.03495434671640396,2.745726782083511,0.5668802497436193,2.2119391377958375,0.335,92
TFT,tft,nonlinear,tft_nonlinear_seed4,0.0315568782389164,2.7580929303169253,0.41415613716918837,2.2302478221968163,0.315,108
TFT,tft,nonlinear,tft_nonlinear_seed18,0.0388234443962574,2.759131157398224,0.41852289053661984,2.2189689314816694,0.3,93
TFT,tft,nonlinear,tft_nonlinear_seed2,0.03287992626428604,2.7678529059886934,0.5065990854103379,2.24756839429231,0.275,95
TFT,tft,nonlinear,tft_nonlinear_seed17,0.04092063382267952,2.779628539085388,0.469488500929568,2.2301732079723915,0.25,101
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed19,0.08530214428901672,2.7798478561639786,0.2442052278280181,2.1334464641236655,0.22,39
GA-Net,ganet,nonlinear,ganet_nonlinear_seed19,0.04008742421865463,2.7885111820697785,0.4853733889004358,2.239537484330315,0.275,73
No AC Encoder,ablation,nonlinear,no_ac_encoder_nonlinear_seed12,0.07502376288175583,2.809072003364563,0.0,1.887547312703777,0.085,59
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed9,0.09440954774618149,2.8112235313653944,0.2700273430828332,2.108809615966596,0.225,35
GA-Net,ganet,nonlinear,ganet_nonlinear_seed7,0.042555879801511765,2.8139750492572784,0.45993156555140347,2.2234982641998595,0.25,54
GA-Net,ganet,nonlinear,ganet_nonlinear_seed9,0.040628671646118164,2.8155732595920564,0.3857299099281167,2.2193249786232165,0.28,56
TFT,tft,nonlinear,tft_nonlinear_seed7,0.04366987198591232,2.8180132722854614,0.42110533132939776,2.228116334345921,0.255,57
Plain LSTM,plain_lstm,nonlinear,plain_lstm_nonlinear_seed15,0.0853317603468895,2.821016998887062,0.059608143611511864,2.1267834197308115,0.21,36
TFT,tft,nonlinear,tft_nonlinear_seed9,0.03233024850487709,2.8285092270374297,0.31806364188014813,2.256536738300832,0.235,145
GA-Net,ganet,nonlinear,ganet_nonlinear_seed13,0.03843185305595398,2.828753249049187,0.4947504853608708,2.234650912405508,0.285,76
TFT,tft,nonlinear,tft_nonlinear_seed19,0.03536704555153847,2.84753005027771,0.47073814244050227,2.233108596054292,0.27,128
TFT,tft,nonlinear,tft_nonlinear_seed13,0.03864097595214844,2.8756813168525697,0.4205027606316374,2.226678827853505,0.27,85
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed10,0.07845929265022278,2.885,0.0,2.3025851124040755,0.35,50
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed8,0.09405386447906494,2.935,0.0,2.3025851124040755,0.355,30
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed1,0.09536534547805786,3.01,0.0,2.3025851124040755,0.4,27
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed11,0.10018455982208252,3.025,0.0,2.3025851124040755,0.37,29
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed15,0.10031808167695999,3.035,0.0,2.3025851124040755,0.39,27
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed5,0.10406903922557831,3.045,0.0,2.3025851124040755,0.37,35
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed3,0.08844464272260666,3.05,0.0,2.3025851124040755,0.39,32
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed16,0.09685982018709183,3.085,0.0,2.3025851124040755,0.39,30
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed12,0.09060411900281906,3.09,0.0,2.3025851124040755,0.39,42
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed17,0.09166213870048523,3.09,0.0,2.3025851124040755,0.345,35
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed6,0.10121297091245651,3.11,0.0,2.3025851124040755,0.42,27
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed14,0.08315747231245041,3.13,0.0,2.3025851124040755,0.405,44
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed9,0.09652885794639587,3.145,0.0,2.3025851124040755,0.4,31
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed2,0.10474222898483276,3.155,0.0,2.3025851124040755,0.41,21
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed7,0.09859950095415115,3.155,0.0,2.3025851124040755,0.38,30
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed18,0.08320046216249466,3.175,0.0,2.3025851124040755,0.4,48
No AC Encoder,ablation,nonlinear,no_ac_encoder_nonlinear_seed2,0.09126065671443939,3.187236480712891,0.0,2.0708904535951724,0.105,78
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed19,0.09264875203371048,3.195,0.0,2.3025851124040755,0.39,34
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed13,0.10438501834869385,3.215,0.0,2.3025851124040755,0.41,29
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed4,0.07873990386724472,3.23,0.0,2.3025851124040755,0.45,48
Uniform Lag,ablation,nonlinear,uniform_lag_nonlinear_seed0,0.09311024099588394,3.275,0.0,2.3025851124040755,0.445,34
