workbook_row_index,observed_block_code,global_year,global_county,rcw__card,rcw__bank_card,rcw__credit_card,rcw__transfers,rcw__electronic,rcw__check,rcw__autogiro,rcw__check_s_including_money_orders,rcw__total,rcw__card_1,rcw__bank_card_1,rcw__credit_card_1,rcw__gireringar,rcw__electronic_1,rcw__check_1,rcw__autogiro_1,rcw__check_s_including_money_orders_1,rcw__total_1,rcw__amount_of_atm_s,rcw__amount_of_transactions_millions,rcw__transaction_value_billions_of_kronor,rcw__payment_terminals,rcw__amount_of_terminals,rcw__amount_of_transactions_millions__dup2,rcw__service_method,rcw__service_type,rcw__service_location_id,rcw__bank,rcw__name,rcw__address,rcw__postal_number,rcw__postal_region,rcw__municipality,rcw__county_1,rcw__support,rcw__x,rcw__y,rcw__county_match,rcw__number_of_atms,rcw__number_of_transactions_withdrawals_millions,rcw__transaction_value_withdrawals_sek_billions,rcw__number_of_payment_terminals,rcw__number_of_transactions_millions,rcw__transaction_value_sek_billions,rcw__unnamed_46,rcw__unnamed_47,rcw__unnamed_48,rcw__unnamed_49,rcw__unnamed_50,rcw__unnamed_51,rcw__unnamed_52,rcw__unnamed_53,rcw__unnamed_54,rcw__card__dup2,rcw__debet_cards,rcw__credit_cards,rcw__credit_transfers,rcw__electronic__dup2,rcw__paper_based_form,rcw__direct_debet,rcw__cheques_including_bank_drafts,rcw__total__dup2,rcw__cards,rcw__debet_cards_1,rcw__credit_cards_1,rcw__credit_transfers_1,rcw__electronic_1__dup2,rcw__paper_based_form_1,rcw__direct_debet_1,rcw__cheques_including_bank_drafts_1,rcw__total_1__dup2
127,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-002,Danske Bank,Danske Bank Linköping - Tornby,Gottorpsgatan 1,582 73,LINKÖPING,Linköpings municipality,,No,535731.0,6476549.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
128,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,HB-273,Handelsbanken,Handelsbanken Linköping,Farbror Melins Torg 1,582 22,LINKÖPING,Linköpings municipality,,No,536647.0,6474786.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
129,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-007,Danske Bank,Danske Bank Norrköping,"Carl Johans Park, Drottninggatan 3",602 22,NORRKÖPING,Norrköpings municipality,,No,568897.0,6495480.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
130,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,HB-269,Handelsbanken,Handelsbanken Norrköping,Drottninggatan 6,602 24,NORRKÖPING,Norrköpings municipality,,No,568936.0,6495298.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
131,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-009,Danske Bank,Danske Bank Motala,Kungsgatan 13,591 30,MOTALA,Motala municipality,,No,501960.0,6488511.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
132,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,HB-262,Handelsbanken,Handelsbanken Motala,Repslagaregatan 10,591 30,MOTALA,Motala municipality,,No,502156.0,6488565.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
133,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-010,Danske Bank,Danske Bank Mjölby,Kungsvägen 57,595 41,MJÖLBY,Mjölby municipality,,No,507577.0,6465018.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
134,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,HB-361,Handelsbanken,Handelsbanken Mjölby,Kungsvägen 65,595 41,MJÖLBY,Mjölby municipality,,No,507432.0,6465099.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
135,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with cash,SPB-300,Valdemarsviks Sparbank,Valdemarsviks Sparbank - Valdemarsvik,Storgatan 15,615 30,VALDEMARSVIK,Valdemarsviks municipality,,No,594155.0,6452480.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
136,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-011,Danske Bank,Danske Bank Linköping - Storgatan,Storgatan 23,582 23,LINKÖPING,Linköpings municipality,,No,536471.0,6474639.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
137,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-002,Danske Bank,Danske Bank Linköping - Tornby,Gottorpsgatan 1,582 73,LINKÖPING,Linköpings municipality,,No,535731.0,6476549.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
138,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,HB-273,Handelsbanken,Handelsbanken Linköping,Farbror Melins Torg 1,582 22,LINKÖPING,Linköpings municipality,,No,536647.0,6474786.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
139,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-007,Danske Bank,Danske Bank Norrköping,"Carl Johans Park, Drottninggatan 3",602 22,NORRKÖPING,Norrköpings municipality,,No,568897.0,6495480.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
140,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,HB-269,Handelsbanken,Handelsbanken Norrköping,Drottninggatan 6,602 24,NORRKÖPING,Norrköpings municipality,,No,568936.0,6495298.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
141,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-009,Danske Bank,Danske Bank Motala,Kungsgatan 13,591 30,MOTALA,Motala municipality,,No,501960.0,6488511.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
142,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,HB-262,Handelsbanken,Handelsbanken Motala,Repslagaregatan 10,591 30,MOTALA,Motala municipality,,No,502156.0,6488565.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
143,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-010,Danske Bank,Danske Bank Mjölby,Kungsvägen 57,595 41,MJÖLBY,Mjölby municipality,,No,507577.0,6465018.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
144,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,HB-361,Handelsbanken,Handelsbanken Mjölby,Kungsvägen 65,595 41,MJÖLBY,Mjölby municipality,,No,507432.0,6465099.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
145,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with cash,SPB-300,Valdemarsviks Sparbank,Valdemarsviks Sparbank - Valdemarsvik,Storgatan 15,615 30,VALDEMARSVIK,Valdemarsviks municipality,,No,594155.0,6452480.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
146,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-011,Danske Bank,Danske Bank Linköping - Storgatan,Storgatan 23,582 23,LINKÖPING,Linköpings municipality,,No,536471.0,6474639.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
147,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-002,Danske Bank,Danske Bank Linköping - Tornby,Gottorpsgatan 1,582 73,LINKÖPING,Linköpings municipality,,No,535731.0,6476549.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
148,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,HB-273,Handelsbanken,Handelsbanken Linköping,Farbror Melins Torg 1,582 22,LINKÖPING,Linköpings municipality,,No,536647.0,6474786.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
149,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-007,Danske Bank,Danske Bank Norrköping,"Carl Johans Park, Drottninggatan 3",602 22,NORRKÖPING,Norrköpings municipality,,No,568897.0,6495480.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
150,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,HB-269,Handelsbanken,Handelsbanken Norrköping,Drottninggatan 6,602 24,NORRKÖPING,Norrköpings municipality,,No,568936.0,6495298.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
151,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-009,Danske Bank,Danske Bank Motala,Kungsgatan 13,591 30,MOTALA,Motala municipality,,No,501960.0,6488511.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
152,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,HB-262,Handelsbanken,Handelsbanken Motala,Repslagaregatan 10,591 30,MOTALA,Motala municipality,,No,502156.0,6488565.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
153,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-010,Danske Bank,Danske Bank Mjölby,Kungsvägen 57,595 41,MJÖLBY,Mjölby municipality,,No,507577.0,6465018.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
154,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,HB-361,Handelsbanken,Handelsbanken Mjölby,Kungsvägen 65,595 41,MJÖLBY,Mjölby municipality,,No,507432.0,6465099.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
155,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,Bank counter,SPB-295,Kinda-Ydre Sparbank,Kinda-Ydre Sparbank - Kisa,Grönedegatan 6,590 37,KISA,Kinda municipality,,No,537434.0,6427693.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
156,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,Bank counter,SPB-300,Valdemarsviks Sparbank,Valdemarsviks Sparbank - Valdemarsvik,Storgatan 15,615 30,VALDEMARSVIK,Valdemarsviks municipality,,No,594155.0,6452480.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
157,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with cash,SPB-300,Valdemarsviks Sparbank,Valdemarsviks Sparbank - Valdemarsvik,Storgatan 15,615 30,VALDEMARSVIK,Valdemarsviks municipality,,No,594155.0,6452480.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
158,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-011,Danske Bank,Danske Bank Linköping - Storgatan,Storgatan 23,582 23,LINKÖPING,Linköpings municipality,,No,536471.0,6474639.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
159,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,DB-002,Danske Bank,Danske Bank Linköping - Tornby,Gottorpsgatan 1,582 73,LINKÖPING,Linköpings municipality,,No,535731.0,6476549.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
160,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Payment services,Bank counter with account/card,HB-273,Handelsbanken,Handelsbanken Linköping,Farbror Melins Torg 1,582 22,LINKÖPING,Linköpings municipality,,No,536647.0,6474786.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
161,RCW,2006.0,SE123 Östergötland,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,Cash withdraw,"Over the counter at agent,ATM",ICA-U-927070,ICA Banken,ICA Supermarket Johannelund,Skogslyckegatan 3,587 26,LINKÖPING,Linköpings municipality,,No,538726.0,6472946.0,SE123 Östergötland,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028
