year,entity_code,entity_name,duplicate_row_count,rcw_card,rcw_bank_card,rcw_credit_card,rcw_transfers,rcw_electronic,rcw_check,rcw_autogiro,rcw_check_s_including_money_orders,rcw_total,rcw_card_1,rcw_bank_card_1,rcw_credit_card_1,rcw_gireringar,rcw_electronic_1,rcw_check_1,rcw_autogiro_1,rcw_check_s_including_money_orders_1,rcw_total_1,rcw_amount_of_atm_s,rcw_amount_of_transactions_millions,rcw_transaction_value_billions_of_kronor,rcw_payment_terminals,rcw_amount_of_terminals,rcw_amount_of_transactions_millions_dup2,rcw_service_method,rcw_service_type,rcw_service_location_id,rcw_bank,rcw_name,rcw_address,rcw_postal_number,rcw_postal_region,rcw_municipality,rcw_county_1,rcw_support,rcw_x,rcw_y,rcw_county_match,rcw_number_of_atms,rcw_number_of_transactions_withdrawals_millions,rcw_transaction_value_withdrawals_sek_billions,rcw_number_of_payment_terminals,rcw_number_of_transactions_millions,rcw_transaction_value_sek_billions,rcw_unnamed_46,rcw_unnamed_47,rcw_unnamed_48,rcw_unnamed_49,rcw_unnamed_50,rcw_unnamed_51,rcw_unnamed_52,rcw_unnamed_53,rcw_unnamed_54,rcw_card_dup2,rcw_debet_cards,rcw_credit_cards,rcw_credit_transfers,rcw_electronic_dup2,rcw_paper_based_form,rcw_direct_debet,rcw_cheques_including_bank_drafts,rcw_total_dup2,rcw_cards,rcw_debet_cards_1,rcw_credit_cards_1,rcw_credit_transfers_1,rcw_electronic_1_dup2,rcw_paper_based_form_1,rcw_direct_debet_1,rcw_cheques_including_bank_drafts_1,rcw_total_1_dup2,conflicted_measure_count
2010,SE212,Kronoberg,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE213,Kalmar,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE214,Gotland,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE22,Sydsverige,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE221,Blekinge,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE224,Skåne,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE23,Västsverige,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE231,Halland,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE232,Västra Götaland,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE31,Norra Mellansverige,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE311,Värmland,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE312,Dalarna,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE313,Gävleborg,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE32,Mellersta Norrland,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE321,Västernorrland,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE322,Jämtland,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE33,Övre Norrland,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE331,Västerbotten,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2010,SE332,Norrbotten,1,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,,,,,,3351.0,241.0,225.0,203117.0,1646.0,557.0,,,,,,,,,,1940.238,1558.02,382.218,768.0,686.0,82.0,272.0,0.4,2980.675,781.047,560.78,220.267,11528.0,11315.0,213.0,504.0,27.0,12842.209,0
2011,SE11,Stockholm region,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE110,Stockholm,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE12,Östra Mellansverige,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE121,Uppsala,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE122,Södermanland,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE123,Östergötland,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE124,Örebro,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE125,Västmanland,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE21,Småland med öarna,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE211,Jönköping,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE212,Kronoberg,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE213,Kalmar,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE214,Gotland,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE22,Sydsverige,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE221,Blekinge,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE224,Skåne,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE23,Västsverige,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE231,Halland,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE232,Västra Götaland,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE31,Norra Mellansverige,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE311,Värmland,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE312,Dalarna,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE313,Gävleborg,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE32,Mellersta Norrland,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE321,Västernorrland,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE322,Jämtland,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE33,Övre Norrland,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE331,Västerbotten,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2011,SE332,Norrbotten,1,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,,,,,,3566.0,225.0,209.0,209631.0,1799.0,598.0,,,,,,,,,,1982.381,1628.968,353.413,831.0,756.0,75.0,289.0,0.4,3102.738,813.822,577.072,236.75,12604.56,12430.21,174.35,542.62,30.2,13991.202,0
2012,SE11,Stockholm region,1,2190.067,1809.783,380.284,859.0,789.0,70.0,297.0,0.2,3346.259,848.806,617.115,231.691,13633.0,13471.0,162.0,545.0,40.5,15067.306,3416.0,214.0,193.46,198388.0,2048.0,654.0,,,,,,,,,,,,,,,3416.0,214.0,193.46,198388.0,2048.0,654.0,,,,,,,,,,2190.067,1809.783,380.284,859.0,789.0,70.0,297.0,0.2,3346.259,848.806,617.115,231.691,13633.0,13471.0,162.0,545.0,40.5,15067.306,0
2012,SE110,Stockholm,1,2190.067,1809.783,380.284,859.0,789.0,70.0,297.0,0.2,3346.259,848.806,617.115,231.691,13633.0,13471.0,162.0,545.0,40.5,15067.306,3416.0,214.0,193.46,198388.0,2048.0,654.0,,,,,,,,,,,,,,,3416.0,214.0,193.46,198388.0,2048.0,654.0,,,,,,,,,,2190.067,1809.783,380.284,859.0,789.0,70.0,297.0,0.2,3346.259,848.806,617.115,231.691,13633.0,13471.0,162.0,545.0,40.5,15067.306,0
2012,SE12,Östra Mellansverige,1,2190.067,1809.783,380.284,859.0,789.0,70.0,297.0,0.2,3346.259,848.806,617.115,231.691,13633.0,13471.0,162.0,545.0,40.5,15067.306,3416.0,214.0,193.46,198388.0,2048.0,654.0,,,,,,,,,,,,,,,3416.0,214.0,193.46,198388.0,2048.0,654.0,,,,,,,,,,2190.067,1809.783,380.284,859.0,789.0,70.0,297.0,0.2,3346.259,848.806,617.115,231.691,13633.0,13471.0,162.0,545.0,40.5,15067.306,0
2012,SE121,Uppsala,1,2190.067,1809.783,380.284,859.0,789.0,70.0,297.0,0.2,3346.259,848.806,617.115,231.691,13633.0,13471.0,162.0,545.0,40.5,15067.306,3416.0,214.0,193.46,198388.0,2048.0,654.0,,,,,,,,,,,,,,,3416.0,214.0,193.46,198388.0,2048.0,654.0,,,,,,,,,,2190.067,1809.783,380.284,859.0,789.0,70.0,297.0,0.2,3346.259,848.806,617.115,231.691,13633.0,13471.0,162.0,545.0,40.5,15067.306,0
